velocity,moving1,heartrate,grade,lat,lon
1.07E+01,9.50E+01,1.55E+02,-4.30E+00,4.44E+01,8.60E+00
1.16E+01,1.07E+02,1.53E+02,-4.30E+00,4.43E+01,8.55E+00
9.70E+00,9.40E+01,1.75E+02,-4.30E+00,4.43E+01,8.54E+00
4.10E+00,0.00E+00,1.35E+02,-4.30E+00,4.43E+01,8.51E+00
5.20E+00,0.00E+00,1.48E+02,-4.30E+00,4.43E+01,8.51E+00
9.50E+00,1.00E+02,1.37E+02,-4.20E+00,4.44E+01,8.95E+00
4.80E+00,0.00E+00,1.28E+02,-4.20E+00,4.44E+01,8.93E+00
5.70E+00,4.40E+01,1.28E+02,-4.20E+00,4.44E+01,8.93E+00
1.23E+01,0.00E+00,1.33E+02,-4.20E+00,4.44E+01,8.93E+00
9.50E+00,0.00E+00,1.36E+02,-4.20E+00,4.44E+01,8.90E+00
1.12E+01,0.00E+00,1.29E+02,-4.20E+00,4.44E+01,8.87E+00
1.05E+01,0.00E+00,1.46E+02,-4.20E+00,4.44E+01,8.80E+00
1.10E+01,0.00E+00,1.51E+02,-4.20E+00,4.44E+01,8.66E+00
1.11E+01,9.70E+01,1.55E+02,-4.20E+00,4.44E+01,8.60E+00
1.13E+01,9.80E+01,1.50E+02,-4.20E+00,4.44E+01,8.60E+00
1.55E+01,0.00E+00,1.32E+02,-4.20E+00,4.44E+01,8.59E+00
1.55E+01,1.12E+02,1.22E+02,-4.20E+00,4.44E+01,8.59E+00
1.57E+01,0.00E+00,1.40E+02,-4.20E+00,4.44E+01,8.59E+00
1.16E+01,5.70E+01,1.52E+02,-4.20E+00,4.43E+01,8.55E+00
9.70E+00,8.40E+01,1.37E+02,-4.10E+00,4.44E+01,8.93E+00
9.40E+00,8.90E+01,1.26E+02,-4.10E+00,4.44E+01,8.93E+00
8.70E+00,7.90E+01,1.41E+02,-4.10E+00,4.44E+01,8.93E+00
5.20E+00,0.00E+00,1.45E+02,-4.10E+00,4.44E+01,8.85E+00
1.00E+01,8.10E+01,1.54E+02,-4.10E+00,4.44E+01,8.66E+00
1.21E+01,0.00E+00,1.18E+02,-4.10E+00,4.44E+01,8.62E+00
1.16E+01,9.80E+01,1.50E+02,-4.10E+00,4.44E+01,8.60E+00
1.28E+01,1.10E+02,1.48E+02,-4.10E+00,4.44E+01,8.60E+00
1.02E+01,0.00E+00,1.49E+02,-4.10E+00,4.43E+01,8.56E+00
1.06E+01,9.80E+01,1.68E+02,-4.10E+00,4.43E+01,8.56E+00
7.40E+00,0.00E+00,1.47E+02,-4.10E+00,4.43E+01,8.51E+00
5.80E+00,0.00E+00,1.60E+02,-4.10E+00,4.43E+01,8.47E+00
9.60E+00,0.00E+00,1.50E+02,-4.00E+00,4.44E+01,8.98E+00
9.70E+00,0.00E+00,1.49E+02,-4.00E+00,4.44E+01,8.98E+00
9.90E+00,0.00E+00,1.34E+02,-4.00E+00,4.44E+01,8.97E+00
5.90E+00,0.00E+00,1.41E+02,-4.00E+00,4.44E+01,8.95E+00
9.60E+00,8.90E+01,1.26E+02,-4.00E+00,4.44E+01,8.93E+00
6.00E-01,0.00E+00,1.50E+02,-4.00E+00,4.44E+01,8.93E+00
1.07E+01,0.00E+00,1.33E+02,-4.00E+00,4.44E+01,8.87E+00
8.20E+00,0.00E+00,1.53E+02,-4.00E+00,4.44E+01,8.85E+00
6.30E+00,0.00E+00,1.48E+02,-4.00E+00,4.44E+01,8.85E+00
4.90E+00,0.00E+00,1.63E+02,-4.00E+00,4.44E+01,8.66E+00
6.00E+00,0.00E+00,1.62E+02,-4.00E+00,4.44E+01,8.66E+00
9.60E+00,1.28E+02,1.04E+02,-4.00E+00,4.44E+01,8.62E+00
1.03E+01,0.00E+00,1.54E+02,-4.00E+00,4.43E+01,8.57E+00
8.20E+00,0.00E+00,1.47E+02,-4.00E+00,4.43E+01,8.51E+00
9.90E+00,1.04E+02,1.68E+02,-4.00E+00,4.43E+01,8.48E+00
8.10E+00,7.90E+01,1.56E+02,-3.90E+00,4.44E+01,8.98E+00
9.10E+00,9.40E+01,1.36E+02,-3.90E+00,4.44E+01,8.95E+00
6.50E+00,0.00E+00,1.43E+02,-3.90E+00,4.44E+01,8.95E+00
5.50E+00,0.00E+00,1.38E+02,-3.90E+00,4.44E+01,8.95E+00
1.16E+01,0.00E+00,1.22E+02,-3.90E+00,4.44E+01,8.90E+00
4.50E+00,5.20E+01,1.37E+02,-3.90E+00,4.44E+01,8.85E+00
9.60E+00,0.00E+00,1.60E+02,-3.90E+00,4.44E+01,8.82E+00
1.26E+01,1.00E+02,1.77E+02,-3.90E+00,4.44E+01,8.73E+00
1.16E+01,0.00E+00,1.40E+02,-3.90E+00,4.44E+01,8.66E+00
1.21E+01,0.00E+00,1.19E+02,-3.90E+00,4.44E+01,8.62E+00
1.02E+01,9.20E+01,1.59E+02,-3.90E+00,4.44E+01,8.60E+00
1.03E+01,9.20E+01,1.59E+02,-3.90E+00,4.44E+01,8.60E+00
1.23E+01,1.03E+02,1.49E+02,-3.90E+00,4.44E+01,8.60E+00
1.35E+01,1.14E+02,1.40E+02,-3.90E+00,4.44E+01,8.60E+00
1.37E+01,1.16E+02,1.40E+02,-3.90E+00,4.44E+01,8.60E+00
1.55E+01,1.11E+02,1.21E+02,-3.90E+00,4.44E+01,8.59E+00
1.15E+01,0.00E+00,1.54E+02,-3.90E+00,4.43E+01,8.55E+00
8.50E+00,0.00E+00,1.59E+02,-3.90E+00,4.43E+01,8.46E+00
8.50E+00,7.90E+01,1.55E+02,-3.80E+00,4.44E+01,8.98E+00
9.30E+00,9.60E+01,1.34E+02,-3.80E+00,4.44E+01,8.95E+00
1.80E+00,0.00E+00,1.36E+02,-3.80E+00,4.44E+01,8.95E+00
9.10E+00,7.80E+01,1.59E+02,-3.80E+00,4.44E+01,8.93E+00
9.20E+00,7.80E+01,1.58E+02,-3.80E+00,4.44E+01,8.93E+00
5.20E+00,0.00E+00,1.56E+02,-3.80E+00,4.44E+01,8.93E+00
3.30E+00,0.00E+00,1.20E+02,-3.80E+00,4.44E+01,8.91E+00
1.01E+01,9.50E+01,1.43E+02,-3.80E+00,4.44E+01,8.87E+00
1.04E+01,0.00E+00,1.49E+02,-3.80E+00,4.44E+01,8.80E+00
1.04E+01,0.00E+00,1.48E+02,-3.80E+00,4.44E+01,8.80E+00
1.06E+01,0.00E+00,1.42E+02,-3.80E+00,4.44E+01,8.80E+00
1.06E+01,0.00E+00,1.40E+02,-3.80E+00,4.44E+01,8.80E+00
6.40E+00,0.00E+00,1.55E+02,-3.80E+00,4.44E+01,8.79E+00
8.70E+00,0.00E+00,1.39E+02,-3.80E+00,4.44E+01,8.76E+00
1.07E+01,1.00E+02,1.33E+02,-3.80E+00,4.44E+01,8.69E+00
1.07E+01,0.00E+00,1.32E+02,-3.80E+00,4.44E+01,8.69E+00
6.90E+00,0.00E+00,1.41E+02,-3.80E+00,4.44E+01,8.69E+00
7.80E+00,0.00E+00,1.59E+02,-3.80E+00,4.44E+01,8.66E+00
1.27E+01,1.09E+02,1.42E+02,-3.80E+00,4.44E+01,8.60E+00
1.57E+01,1.14E+02,1.43E+02,-3.80E+00,4.44E+01,8.59E+00
9.50E+00,1.05E+02,1.43E+02,-3.80E+00,4.43E+01,8.56E+00
1.01E+01,9.60E+01,1.75E+02,-3.80E+00,4.43E+01,8.54E+00
8.80E+00,7.90E+01,1.54E+02,-3.70E+00,4.44E+01,8.98E+00
9.10E+00,0.00E+00,1.53E+02,-3.70E+00,4.44E+01,8.98E+00
8.90E+00,0.00E+00,1.40E+02,-3.70E+00,4.44E+01,8.97E+00
9.40E+00,9.90E+01,1.37E+02,-3.70E+00,4.44E+01,8.95E+00
4.20E+00,0.00E+00,1.37E+02,-3.70E+00,4.44E+01,8.95E+00
9.80E+00,0.00E+00,1.21E+02,-3.70E+00,4.44E+01,8.93E+00
9.60E+00,0.00E+00,1.19E+02,-3.70E+00,4.44E+01,8.93E+00
9.50E+00,0.00E+00,1.16E+02,-3.70E+00,4.44E+01,8.93E+00
9.40E+00,0.00E+00,1.14E+02,-3.70E+00,4.44E+01,8.93E+00
1.10E+01,1.19E+02,1.53E+02,-3.70E+00,4.44E+01,8.91E+00
1.02E+01,0.00E+00,1.35E+02,-3.70E+00,4.44E+01,8.87E+00
6.10E+00,0.00E+00,1.46E+02,-3.70E+00,4.44E+01,8.80E+00
5.80E+00,0.00E+00,1.42E+02,-3.70E+00,4.44E+01,8.77E+00
6.60E+00,0.00E+00,1.61E+02,-3.70E+00,4.44E+01,8.66E+00
1.23E+01,1.09E+02,1.27E+02,-3.70E+00,4.44E+01,8.66E+00
8.00E+00,0.00E+00,1.52E+02,-3.70E+00,4.44E+01,8.57E+00
7.70E+00,0.00E+00,1.51E+02,-3.70E+00,4.43E+01,8.52E+00
4.60E+00,0.00E+00,1.70E+02,-3.70E+00,4.43E+01,8.47E+00
9.30E+00,0.00E+00,1.52E+02,-3.60E+00,4.44E+01,8.98E+00
9.50E+00,0.00E+00,1.51E+02,-3.60E+00,4.44E+01,8.98E+00
9.70E+00,1.02E+02,1.36E+02,-3.60E+00,4.44E+01,8.95E+00
9.40E+00,0.00E+00,1.36E+02,-3.60E+00,4.44E+01,8.93E+00
9.70E+00,8.40E+01,1.37E+02,-3.60E+00,4.44E+01,8.93E+00
9.70E+00,8.40E+01,1.37E+02,-3.60E+00,4.44E+01,8.93E+00
9.70E+00,0.00E+00,1.37E+02,-3.60E+00,4.44E+01,8.93E+00
9.40E+00,8.70E+01,1.27E+02,-3.60E+00,4.44E+01,8.93E+00
4.20E+00,0.00E+00,1.30E+02,-3.60E+00,4.44E+01,8.91E+00
1.04E+01,0.00E+00,1.34E+02,-3.60E+00,4.44E+01,8.87E+00
9.70E+00,0.00E+00,1.62E+02,-3.60E+00,4.44E+01,8.82E+00
9.00E+00,9.60E+01,1.59E+02,-3.60E+00,4.44E+01,8.81E+00
9.20E+00,9.60E+01,1.59E+02,-3.60E+00,4.44E+01,8.81E+00
9.40E+00,9.60E+01,1.60E+02,-3.60E+00,4.44E+01,8.81E+00
7.00E+00,0.00E+00,1.55E+02,-3.60E+00,4.44E+01,8.79E+00
9.50E+00,0.00E+00,1.50E+02,-3.60E+00,4.44E+01,8.76E+00
1.25E+01,1.15E+02,1.77E+02,-3.60E+00,4.44E+01,8.73E+00
4.20E+00,0.00E+00,1.72E+02,-3.60E+00,4.44E+01,8.66E+00
5.50E+00,0.00E+00,1.63E+02,-3.60E+00,4.44E+01,8.66E+00
8.50E+00,0.00E+00,1.58E+02,-3.60E+00,4.44E+01,8.66E+00
1.19E+01,1.01E+02,1.49E+02,-3.60E+00,4.44E+01,8.60E+00
1.21E+01,1.03E+02,1.49E+02,-3.60E+00,4.44E+01,8.60E+00
1.16E+01,1.01E+02,1.41E+02,-3.60E+00,4.44E+01,8.60E+00
1.57E+01,0.00E+00,1.40E+02,-3.60E+00,4.44E+01,8.59E+00
1.17E+01,1.04E+02,1.48E+02,-3.60E+00,4.43E+01,8.54E+00
5.80E+00,0.00E+00,1.70E+02,-3.60E+00,4.43E+01,8.47E+00
7.30E+00,0.00E+00,1.55E+02,-3.60E+00,4.43E+01,8.46E+00
7.80E+00,6.90E+01,1.57E+02,-3.50E+00,4.44E+01,8.98E+00
9.70E+00,9.10E+01,1.25E+02,-3.50E+00,4.44E+01,8.93E+00
1.14E+01,9.60E+01,1.27E+02,-3.50E+00,4.44E+01,8.93E+00
4.90E+00,0.00E+00,1.40E+02,-3.50E+00,4.44E+01,8.85E+00
1.10E+01,0.00E+00,1.27E+02,-3.50E+00,4.44E+01,8.63E+00
1.55E+01,1.11E+02,1.22E+02,-3.50E+00,4.44E+01,8.59E+00
1.54E+01,1.11E+02,1.25E+02,-3.50E+00,4.44E+01,8.59E+00
1.58E+01,1.14E+02,1.37E+02,-3.50E+00,4.44E+01,8.59E+00
1.03E+01,0.00E+00,1.50E+02,-3.50E+00,4.43E+01,8.57E+00
1.12E+01,1.04E+02,1.49E+02,-3.50E+00,4.43E+01,8.56E+00
1.13E+01,1.05E+02,1.49E+02,-3.50E+00,4.43E+01,8.56E+00
9.40E+00,1.01E+02,1.40E+02,-3.50E+00,4.43E+01,8.54E+00
8.30E+00,0.00E+00,1.53E+02,-3.50E+00,4.43E+01,8.52E+00
9.90E+00,1.04E+02,1.69E+02,-3.50E+00,4.43E+01,8.48E+00
9.90E+00,1.04E+02,1.68E+02,-3.50E+00,4.43E+01,8.48E+00
9.40E+00,0.00E+00,1.38E+02,-3.40E+00,4.44E+01,8.93E+00
1.16E+01,9.40E+01,1.28E+02,-3.40E+00,4.44E+01,8.93E+00
3.90E+00,0.00E+00,1.20E+02,-3.40E+00,4.44E+01,8.91E+00
8.80E+00,9.00E+01,1.58E+02,-3.40E+00,4.44E+01,8.88E+00
1.01E+01,9.40E+01,1.43E+02,-3.40E+00,4.44E+01,8.87E+00
9.90E+00,1.05E+02,1.74E+02,-3.40E+00,4.44E+01,8.71E+00
1.03E+01,0.00E+00,1.30E+02,-3.40E+00,4.44E+01,8.69E+00
7.20E+00,0.00E+00,1.61E+02,-3.40E+00,4.44E+01,8.66E+00
1.18E+01,0.00E+00,1.12E+02,-3.40E+00,4.44E+01,8.66E+00
1.22E+01,0.00E+00,1.19E+02,-3.40E+00,4.44E+01,8.62E+00
1.00E+01,0.00E+00,1.60E+02,-3.40E+00,4.44E+01,8.60E+00
1.25E+01,1.07E+02,1.48E+02,-3.40E+00,4.44E+01,8.60E+00
1.02E+01,0.00E+00,1.55E+02,-3.40E+00,4.43E+01,8.57E+00
1.01E+01,9.20E+01,1.70E+02,-3.40E+00,4.43E+01,8.56E+00
1.14E+01,1.05E+02,1.49E+02,-3.40E+00,4.43E+01,8.56E+00
7.10E+00,0.00E+00,1.40E+02,-3.40E+00,4.43E+01,8.48E+00
1.20E+00,0.00E+00,1.23E+02,-3.30E+00,4.44E+01,8.97E+00
1.10E+00,0.00E+00,1.25E+02,-3.30E+00,4.44E+01,8.97E+00
9.30E+00,9.70E+01,1.34E+02,-3.30E+00,4.44E+01,8.95E+00
9.10E+00,9.40E+01,1.36E+02,-3.30E+00,4.44E+01,8.95E+00
5.90E+00,0.00E+00,1.39E+02,-3.30E+00,4.44E+01,8.95E+00
9.00E+00,8.40E+01,1.60E+02,-3.30E+00,4.44E+01,8.93E+00
4.40E+00,0.00E+00,1.21E+02,-3.30E+00,4.44E+01,8.91E+00
1.00E+01,0.00E+00,1.36E+02,-3.30E+00,4.44E+01,8.87E+00
1.03E+01,0.00E+00,1.52E+02,-3.30E+00,4.44E+01,8.80E+00
7.40E+00,0.00E+00,1.56E+02,-3.30E+00,4.44E+01,8.79E+00
1.07E+01,1.00E+02,1.35E+02,-3.30E+00,4.44E+01,8.69E+00
2.20E+00,0.00E+00,1.71E+02,-3.30E+00,4.44E+01,8.66E+00
1.40E+00,0.00E+00,1.71E+02,-3.30E+00,4.44E+01,8.66E+00
1.22E+01,8.90E+01,1.23E+02,-3.30E+00,4.44E+01,8.66E+00
1.23E+01,3.10E+01,1.24E+02,-3.30E+00,4.44E+01,8.66E+00
1.23E+01,1.01E+02,1.29E+02,-3.30E+00,4.44E+01,8.66E+00
6.50E+00,6.40E+01,1.48E+02,-3.30E+00,4.44E+01,8.57E+00
7.10E+00,0.00E+00,1.49E+02,-3.30E+00,4.43E+01,8.52E+00
1.04E+01,1.11E+02,1.74E+02,-3.30E+00,4.43E+01,8.48E+00
6.20E+00,0.00E+00,1.56E+02,-3.30E+00,4.43E+01,8.46E+00
9.20E+00,1.03E+02,1.32E+02,-3.20E+00,4.44E+01,8.99E+00
9.40E+00,9.80E+01,1.38E+02,-3.20E+00,4.44E+01,8.95E+00
9.20E+00,7.80E+01,1.57E+02,-3.20E+00,4.44E+01,8.93E+00
9.50E+00,0.00E+00,1.46E+02,-3.20E+00,4.44E+01,8.93E+00
9.50E+00,0.00E+00,1.41E+02,-3.20E+00,4.44E+01,8.93E+00
9.40E+00,8.70E+01,1.28E+02,-3.20E+00,4.44E+01,8.93E+00
9.70E+00,0.00E+00,1.20E+02,-3.20E+00,4.44E+01,8.93E+00
9.50E+00,0.00E+00,1.18E+02,-3.20E+00,4.44E+01,8.93E+00
9.40E+00,0.00E+00,1.12E+02,-3.20E+00,4.44E+01,8.93E+00
8.40E+00,7.90E+01,1.41E+02,-3.20E+00,4.44E+01,8.93E+00
9.70E+00,0.00E+00,1.61E+02,-3.20E+00,4.44E+01,8.82E+00
8.40E+00,0.00E+00,1.37E+02,-3.20E+00,4.44E+01,8.76E+00
8.40E+00,0.00E+00,1.49E+02,-3.20E+00,4.44E+01,8.63E+00
1.55E+01,1.11E+02,1.23E+02,-3.20E+00,4.44E+01,8.59E+00
1.59E+01,1.14E+02,1.38E+02,-3.20E+00,4.44E+01,8.59E+00
1.58E+01,1.15E+02,1.44E+02,-3.20E+00,4.44E+01,8.59E+00
1.07E+01,2.40E+01,1.67E+02,-3.20E+00,4.43E+01,8.56E+00
1.06E+01,9.80E+01,1.49E+02,-3.20E+00,4.43E+01,8.52E+00
1.06E+01,1.00E+02,1.49E+02,-3.20E+00,4.43E+01,8.52E+00
1.09E+01,1.03E+02,1.49E+02,-3.20E+00,4.43E+01,8.52E+00
1.10E+01,1.03E+02,1.72E+02,-3.20E+00,4.43E+01,8.49E+00
1.10E+01,1.03E+02,1.72E+02,-3.20E+00,4.43E+01,8.49E+00
1.70E+00,0.00E+00,1.37E+02,-3.20E+00,4.43E+01,8.48E+00
8.40E+00,9.60E+01,1.60E+02,-3.20E+00,4.43E+01,8.47E+00
6.60E+00,0.00E+00,1.70E+02,-3.20E+00,4.43E+01,8.47E+00
1.20E+00,0.00E+00,1.26E+02,-3.10E+00,4.44E+01,8.97E+00
5.00E-01,0.00E+00,1.19E+02,-3.10E+00,4.44E+01,8.97E+00
0.00E+00,0.00E+00,1.13E+02,-3.10E+00,4.44E+01,8.97E+00
7.00E+00,8.00E+01,1.34E+02,-3.10E+00,4.44E+01,8.95E+00
9.50E+00,0.00E+00,1.49E+02,-3.10E+00,4.44E+01,8.93E+00
9.60E+00,9.00E+01,1.38E+02,-3.10E+00,4.44E+01,8.93E+00
1.00E+01,8.30E+01,1.20E+02,-3.10E+00,4.44E+01,8.93E+00
9.90E+00,8.30E+01,1.20E+02,-3.10E+00,4.44E+01,8.93E+00
9.80E+00,8.30E+01,1.21E+02,-3.10E+00,4.44E+01,8.93E+00
9.50E+00,0.00E+00,1.11E+02,-3.10E+00,4.44E+01,8.93E+00
1.13E+01,1.04E+02,1.27E+02,-3.10E+00,4.44E+01,8.93E+00
1.13E+01,1.04E+02,1.27E+02,-3.10E+00,4.44E+01,8.93E+00
5.10E+00,0.00E+00,1.31E+02,-3.10E+00,4.44E+01,8.91E+00
1.00E+01,0.00E+00,1.53E+02,-3.10E+00,4.44E+01,8.91E+00
1.17E+01,0.00E+00,1.21E+02,-3.10E+00,4.44E+01,8.90E+00
8.10E+00,8.30E+01,1.35E+02,-3.10E+00,4.44E+01,8.90E+00
5.00E+00,0.00E+00,1.44E+02,-3.10E+00,4.44E+01,8.85E+00
9.70E+00,0.00E+00,1.65E+02,-3.10E+00,4.44E+01,8.82E+00
9.70E+00,0.00E+00,1.64E+02,-3.10E+00,4.44E+01,8.82E+00
6.40E+00,0.00E+00,1.43E+02,-3.10E+00,4.44E+01,8.77E+00
7.70E+00,0.00E+00,1.39E+02,-3.10E+00,4.44E+01,8.75E+00
1.27E+01,1.00E+02,1.77E+02,-3.10E+00,4.44E+01,8.73E+00
9.90E+00,9.20E+01,1.51E+02,-3.10E+00,4.44E+01,8.60E+00
1.12E+01,1.04E+02,1.49E+02,-3.10E+00,4.43E+01,8.56E+00
1.05E+01,1.01E+02,1.57E+02,-3.10E+00,4.43E+01,8.55E+00
1.08E+01,1.02E+02,1.57E+02,-3.10E+00,4.43E+01,8.55E+00
7.00E+00,7.30E+01,1.48E+02,-3.10E+00,4.43E+01,8.52E+00
9.70E+00,9.20E+01,1.34E+02,-3.00E+00,4.44E+01,8.97E+00
9.90E+00,9.10E+01,1.23E+02,-3.00E+00,4.44E+01,8.93E+00
1.00E+01,9.20E+01,1.23E+02,-3.00E+00,4.44E+01,8.93E+00
1.01E+01,9.30E+01,1.21E+02,-3.00E+00,4.44E+01,8.93E+00
1.01E+01,9.20E+01,1.20E+02,-3.00E+00,4.44E+01,8.93E+00
1.15E+01,9.40E+01,1.28E+02,-3.00E+00,4.44E+01,8.93E+00
1.16E+01,9.40E+01,1.28E+02,-3.00E+00,4.44E+01,8.93E+00
1.16E+01,9.40E+01,1.28E+02,-3.00E+00,4.44E+01,8.93E+00
1.23E+01,1.23E+02,1.32E+02,-3.00E+00,4.44E+01,8.93E+00
4.60E+00,0.00E+00,1.51E+02,-3.00E+00,4.44E+01,8.92E+00
1.05E+01,1.20E+02,1.53E+02,-3.00E+00,4.44E+01,8.91E+00
9.30E+00,8.10E+01,1.37E+02,-3.00E+00,4.44E+01,8.90E+00
8.40E+00,8.60E+01,1.46E+02,-3.00E+00,4.44E+01,8.89E+00
9.70E+00,9.20E+01,1.44E+02,-3.00E+00,4.44E+01,8.87E+00
9.90E+00,9.30E+01,1.44E+02,-3.00E+00,4.44E+01,8.87E+00
5.70E+00,0.00E+00,1.47E+02,-3.00E+00,4.44E+01,8.85E+00
4.80E+00,5.20E+01,1.38E+02,-3.00E+00,4.44E+01,8.85E+00
9.70E+00,0.00E+00,1.59E+02,-3.00E+00,4.44E+01,8.81E+00
9.30E+00,0.00E+00,1.32E+02,-3.00E+00,4.44E+01,8.80E+00
7.30E+00,0.00E+00,1.38E+02,-3.00E+00,4.44E+01,8.75E+00
9.90E+00,1.04E+02,1.74E+02,-3.00E+00,4.44E+01,8.71E+00
2.00E-01,5.10E+01,1.67E+02,-3.00E+00,4.44E+01,8.66E+00
7.00E-01,5.10E+01,1.66E+02,-3.00E+00,4.44E+01,8.66E+00
1.15E+01,0.00E+00,1.38E+02,-3.00E+00,4.44E+01,8.66E+00
7.30E+00,2.50E+01,1.73E+02,-3.00E+00,4.43E+01,8.56E+00
1.15E+01,1.07E+02,1.49E+02,-3.00E+00,4.43E+01,8.56E+00
1.15E+01,0.00E+00,1.55E+02,-3.00E+00,4.43E+01,8.55E+00
1.00E+01,1.06E+02,1.68E+02,-3.00E+00,4.43E+01,8.48E+00
3.40E+00,0.00E+00,1.46E+02,-3.00E+00,4.43E+01,8.46E+00
6.60E+00,0.00E+00,1.57E+02,-3.00E+00,4.43E+01,8.46E+00
8.40E+00,0.00E+00,1.39E+02,-2.90E+00,4.44E+01,8.92E+00
8.70E+00,9.00E+01,1.41E+02,-2.90E+00,4.44E+01,8.90E+00
8.80E+00,9.00E+01,1.57E+02,-2.90E+00,4.44E+01,8.88E+00
1.00E+01,9.30E+01,1.44E+02,-2.90E+00,4.44E+01,8.87E+00
9.80E+00,0.00E+00,1.37E+02,-2.90E+00,4.44E+01,8.87E+00
1.01E+01,0.00E+00,1.54E+02,-2.90E+00,4.44E+01,8.80E+00
1.02E+01,0.00E+00,1.53E+02,-2.90E+00,4.44E+01,8.80E+00
1.06E+01,0.00E+00,1.37E+02,-2.90E+00,4.44E+01,8.80E+00
2.40E+00,0.00E+00,1.42E+02,-2.90E+00,4.44E+01,8.80E+00
5.90E+00,0.00E+00,1.53E+02,-2.90E+00,4.44E+01,8.79E+00
7.60E+00,0.00E+00,1.39E+02,-2.90E+00,4.44E+01,8.75E+00
1.00E+01,1.06E+02,1.74E+02,-2.90E+00,4.44E+01,8.70E+00
1.06E+01,0.00E+00,1.31E+02,-2.90E+00,4.44E+01,8.69E+00
1.04E+01,0.00E+00,1.30E+02,-2.90E+00,4.44E+01,8.69E+00
1.03E+01,0.00E+00,1.30E+02,-2.90E+00,4.44E+01,8.69E+00
3.80E+00,0.00E+00,1.72E+02,-2.90E+00,4.44E+01,8.66E+00
1.50E+00,0.00E+00,1.64E+02,-2.90E+00,4.44E+01,8.66E+00
1.22E+01,0.00E+00,1.19E+02,-2.90E+00,4.44E+01,8.62E+00
1.58E+01,0.00E+00,1.39E+02,-2.90E+00,4.44E+01,8.59E+00
9.90E+00,1.13E+02,1.59E+02,-2.90E+00,4.43E+01,8.57E+00
1.01E+01,0.00E+00,1.58E+02,-2.90E+00,4.43E+01,8.57E+00
9.50E+00,1.02E+02,1.75E+02,-2.90E+00,4.43E+01,8.54E+00
6.50E+00,0.00E+00,1.47E+02,-2.90E+00,4.43E+01,8.51E+00
1.21E+01,9.80E+01,1.66E+02,-2.90E+00,4.43E+01,8.49E+00
1.05E+01,9.60E+01,1.72E+02,-2.90E+00,4.43E+01,8.49E+00
8.60E+00,9.00E+01,1.70E+02,-2.90E+00,4.43E+01,8.48E+00
1.03E+01,1.09E+02,1.73E+02,-2.90E+00,4.43E+01,8.48E+00
1.04E+01,1.10E+02,1.74E+02,-2.90E+00,4.43E+01,8.48E+00
6.40E+00,0.00E+00,1.62E+02,-2.80E+00,4.44E+01,8.98E+00
5.50E+00,0.00E+00,1.39E+02,-2.80E+00,4.44E+01,8.95E+00
1.27E+01,1.20E+02,1.52E+02,-2.80E+00,4.44E+01,8.91E+00
1.03E+01,9.60E+01,1.42E+02,-2.80E+00,4.44E+01,8.87E+00
1.04E+01,9.70E+01,1.42E+02,-2.80E+00,4.44E+01,8.87E+00
1.05E+01,9.90E+01,1.41E+02,-2.80E+00,4.44E+01,8.87E+00
7.80E+00,0.00E+00,1.54E+02,-2.80E+00,4.44E+01,8.76E+00
8.10E+00,0.00E+00,1.39E+02,-2.80E+00,4.44E+01,8.75E+00
9.90E+00,7.90E+01,1.79E+02,-2.80E+00,4.44E+01,8.74E+00
1.10E+01,0.00E+00,1.83E+02,-2.80E+00,4.44E+01,8.73E+00
1.08E+01,0.00E+00,1.81E+02,-2.80E+00,4.44E+01,8.73E+00
8.50E+00,9.00E+01,1.79E+02,-2.80E+00,4.44E+01,8.71E+00
8.60E+00,9.20E+01,1.78E+02,-2.80E+00,4.44E+01,8.71E+00
1.06E+01,9.90E+01,1.39E+02,-2.80E+00,4.44E+01,8.69E+00
1.06E+01,9.90E+01,1.39E+02,-2.80E+00,4.44E+01,8.69E+00
8.90E+00,9.10E+01,1.50E+02,-2.80E+00,4.44E+01,8.69E+00
8.80E+00,9.10E+01,1.50E+02,-2.80E+00,4.44E+01,8.69E+00
7.80E+00,9.90E+01,1.73E+02,-2.80E+00,4.43E+01,8.56E+00
1.09E+01,1.00E+02,1.61E+02,-2.80E+00,4.43E+01,8.56E+00
1.08E+01,9.90E+01,1.56E+02,-2.80E+00,4.43E+01,8.56E+00
7.20E+00,0.00E+00,1.50E+02,-2.80E+00,4.43E+01,8.52E+00
1.08E+01,1.00E+02,1.49E+02,-2.80E+00,4.43E+01,8.52E+00
8.60E+00,9.30E+01,1.59E+02,-2.80E+00,4.43E+01,8.51E+00
8.60E+00,9.10E+01,1.70E+02,-2.80E+00,4.43E+01,8.48E+00
1.90E+00,0.00E+00,1.72E+02,-2.80E+00,4.43E+01,8.48E+00
6.60E+00,0.00E+00,1.54E+02,-2.80E+00,4.43E+01,8.46E+00
7.30E+00,0.00E+00,1.57E+02,-2.80E+00,4.43E+01,8.46E+00
5.40E+00,0.00E+00,1.56E+02,-2.80E+00,4.43E+01,8.46E+00
9.00E+00,1.01E+02,1.32E+02,-2.70E+00,4.44E+01,8.99E+00
9.10E+00,1.01E+02,1.32E+02,-2.70E+00,4.44E+01,8.99E+00
9.30E+00,1.03E+02,1.31E+02,-2.70E+00,4.44E+01,8.99E+00
9.30E+00,1.03E+02,1.31E+02,-2.70E+00,4.44E+01,8.99E+00
9.30E+00,1.02E+02,1.30E+02,-2.70E+00,4.44E+01,8.99E+00
