time,altitude,distance,grade,heartrate,cadence,velocity,lat,long,power
5792,11.4,46.7239,0,161,74,8,44.343105,8.54851,103.75904
5793,11.4,46.7321,0.6,160,74,8.1,44.343066,8.54842,150.0052267
5794,11.4,46.7402,0.6,160,74,8.1,44.343022,8.548341,150.0052267
5795,11.6,46.7481,0.6,160,74,8,44.342982,8.548261,146.1370704
5796,11.6,46.756,1.3,159,73,8,44.342948,8.548178,195.5709724
5797,11.6,46.764,0,159,73,8,44.342917,8.548093,103.75904
5798,11.8,46.7719,0,159,73,8,44.34289,8.548002,103.75904
5799,11.6,46.7801,-0.6,158,74,8,44.342865,8.547912,61.38019598
5800,11.6,46.7883,-0.6,158,75,8,44.342864,8.547799,61.38019598
5801,11.4,46.7967,0.6,157,77,8.1,44.342861,8.547695,150.0052267
5802,11.6,46.8053,0.6,156,78,8.3,44.342858,8.547597,157.9704455
5803,11.8,46.8141,0.6,155,80,8.4,44.342849,8.547497,162.0693799
5804,11.8,46.8232,0,154,83,8.6,44.342827,8.547391,124.948196
5805,11.6,46.8324,-1.6,153,78,8.8,44.3428,8.547284,8.347031138
5806,11.6,46.8419,-2.6,153,78,9,44.342781,8.547162,0
5807,11.2,46.8516,-3.1,152,78,9.3,44.342766,8.547038,0
5808,10.8,46.8615,-3.6,150,0,9.5,44.342759,8.546909,0
5809,10.4,46.8712,-3,149,0,9.6,44.342761,8.546785,0
5810,10.2,46.8812,-2.5,148,0,9.8,44.342787,8.54667,0
5811,10,46.8912,-2,147,0,9.9,44.342821,8.546564,0
5812,9.8,46.901,-2,145,0,9.9,44.342852,8.546453,0
5813,9.6,46.9111,-2,143,0,9.9,44.342886,8.54634,0
5814,9.4,46.921,-2.5,142,0,10,44.342907,8.546223,0
5815,9.2,46.9311,-3,142,0,10,44.342924,8.546103,0
5816,8.8,46.9412,-3.4,141,0,10,44.342921,8.545983,0
5817,8.4,46.9514,-4.4,140,0,10.1,44.342907,8.545869,0
5818,8,46.9619,-4.8,138,0,10.2,44.342864,8.545754,0
5819,7.4,46.9724,-5.2,137,0,10.3,44.342817,8.545645,0
5820,6.8,46.983,-5.7,132,0,10.4,44.342766,8.545534,0
5821,6.2,46.9935,-5.2,132,0,10.5,44.342718,8.545422,0
5822,5.6,47.0043,-4.7,132,0,10.6,44.34267,8.545305,0
5823,5.2,47.015,-3.7,132,99,10.6,44.342624,8.545193,0
5824,4.8,47.0259,-2.8,127,101,10.7,44.342583,8.545071,0
5825,4.6,47.0367,-2.4,126,99,10.7,44.342537,8.544949,0
5826,4.4,47.0469,-2,126,96,10.7,44.342496,8.544835,34.3980995
5827,4.2,47.0569,-1.5,127,96,10.5,44.342451,8.544724,73.12516945
5828,4,47.0669,-0.5,127,91,10.4,44.342402,8.54462,160.8384946
5829,4,47.0765,0.5,126,89,10.1,44.342354,8.544523,235.654407
5830,4.2,47.086,1.1,126,88,9.9,44.342305,8.544432,277.2308045
5831,4.4,47.0948,0.6,126,88,9.6,44.342257,8.544341,217.6705324
5832,4.4,47.1031,-0.6,125,88,9.2,44.342215,8.544247,100.3058014
5833,4.2,47.1105,-2,124,0,8.7,44.342174,8.544162,0
5834,4,47.1175,-3.6,122,0,8.2,44.342146,8.544108,0
5835,3.8,47.1243,-3.8,121,0,7.7,44.342114,8.544044,0
5836,3.4,47.1308,-3.3,120,0,7.2,44.342081,8.543978,0
5837,3.2,47.1368,-3.5,121,0,6.7,44.34205,8.543917,0
5838,3.2,47.142,-2.8,120,0,6.3,44.342024,8.543861,0
5839,3,47.1471,-1.9,120,0,5.9,44.341995,8.543811,0
5840,2.8,47.1522,-1.9,120,0,5.6,44.341966,8.543761,0
5841,2.8,47.1578,-0.9,120,54,5.4,44.341934,8.543712,0
5842,2.8,47.1635,0.9,121,57,5.3,44.341901,8.543661,81.03749706
5843,2.8,47.1695,1.6,122,59,5.5,44.341865,8.543606,119.9404833
5844,3,47.1757,1.6,122,62,5.7,44.341824,8.543555,126.3036814
5845,3.2,47.1822,1.5,122,65,6,44.341771,8.543511,130.9570354
5846,3.2,47.1889,0,122,67,6.2,44.341716,8.543472,55.594532
5847,3.2,47.1955,-0.7,122,68,6.4,44.341661,8.543437,20.36161405
5848,3,47.2023,-0.7,122,68,6.6,44.341602,8.543419,23.68635849
5849,3,47.2091,-1.4,121,68,6.7,44.341543,8.543415,0
5850,3,47.2162,-0.7,120,0,6.8,44.341485,8.543415,0
5851,2.8,47.2234,-1.4,119,0,6.9,44.341421,8.543434,0
5852,2.8,47.2305,-1.4,119,0,7,44.341358,8.543454,0
5853,2.6,47.2377,-1.4,118,0,7.1,44.341295,8.54348,0
5854,2.6,47.2444,-1.5,118,0,7.1,44.341231,8.543507,0
5855,2.4,47.2512,-1.5,117,0,7,44.341168,8.543532,0
5856,2.4,47.2579,-2.9,117,0,6.9,44.341107,8.543558,0
5857,2.2,47.2649,-2.8,117,0,6.9,44.341042,8.543585,0
5858,1.8,47.272,-2.7,117,0,6.9,44.340982,8.5436,0
5859,1.6,47.2795,-2,117,76,7,44.340917,8.543601,0
5860,1.6,47.2871,-0.7,118,78,7.2,44.340847,8.54357,35.1773438
5861,1.6,47.2946,0.7,118,78,7.3,44.340782,8.543532,127.5536984
5862,1.6,47.3021,0,118,78,7.4,44.340726,8.543481,85.271828
5863,1.8,47.3087,-0.8,118,78,7.3,44.340671,8.543434,30.87874893
5864,1.6,47.3147,-1.7,117,0,7,44.340628,8.543381,0
5865,1.4,47.3204,-2.8,116,0,6.7,44.340595,8.543333,0
5866,1.2,47.3253,-1.9,115,0,6.1,44.340562,8.543289,0
5867,1.2,47.3301,-1,115,0,5.6,44.340528,8.543248,0
5868,1.2,47.3354,0.9,113,52,5.3,44.340489,8.543211,81.03749706
5869,1.2,47.3411,0.9,113,52,5.3,44.340449,8.543168,81.03749706
5870,1.4,47.3468,1.7,114,29,5.3,44.340409,8.543123,0
5871,1.4,47.3531,1.6,116,60,5.6,44.340368,8.543074,123.0957874
5872,1.6,47.3596,1.5,118,65,5.9,44.340323,8.543027,127.6740091
5873,1.6,47.3665,1.4,120,67,6.2,44.34027,8.542986,132.2210264
5874,1.8,47.3738,1.4,123,73,6.5,44.340219,8.542941,142.499123
5875,1.8,47.3811,2.8,125,75,6.9,44.340162,8.542904,242.2857591
5876,2,47.3884,4.2,127,75,7.1,44.340106,8.542858,340.009475
5877,2.4,47.3955,5.6,130,74,7.2,44.340051,8.542803,435.0714951
5878,3,47.4027,6.3,133,74,7.2,44.339996,8.542767,479.3257017
5879,3.4,47.4099,6.1,134,74,7.2,44.339936,8.542748,466.6874126
5880,3.8,47.4171,4.6,138,75,7.2,44.339885,8.542764,371.7610177
5881,4.2,47.4248,3.7,141,78,7.3,44.339837,8.542802,320.7332398
5882,4.4,47.4334,3.5,142,86,7.6,44.33978,8.542861,325.8410419
5883,4.6,47.4423,3.8,147,90,7.9,44.339729,8.542913,365.334989
5884,5,47.4516,3.8,149,98,8.3,44.339679,8.542948,392.2521511
5885,5.6,47.4612,4.3,152,97,8.8,44.339605,8.542986,466.4045925
5886,5.8,47.4705,3.8,155,96,9.1,44.339514,8.543015,449.8837553
5887,6.2,47.4793,2.8,158,92,9.2,44.339423,8.543027,376.3772268
5888,6.4,47.4881,3.5,160,91,9.2,44.339339,8.543021,433.145396
5889,6.6,47.4968,2.9,161,90,9,44.339259,8.542995,371.0045968
5890,7,47.5051,3.6,163,87,8.8,44.339186,8.54296,412.1521774
5891,7.2,47.5134,4.3,164,85,8.6,44.339124,8.542906,451.1207561
5892,7.6,47.5213,4.3,165,83,8.4,44.339058,8.542852,436.1595998
5893,8,47.5293,5,166,83,8.2,44.338995,8.542795,472.0203475
5894,8.4,47.5374,4.9,167,83,8.1,44.338932,8.542741,457.0731304
5895,8.8,47.5456,4.3,167,83,8.1,44.33887,8.542687,414.3065102
5896,9.2,47.5539,3,167,83,8.1,44.338809,8.542633,321.5353998
5897,9.4,47.5621,1.8,167,85,8.2,44.338751,8.542572,240.8030737
5898,9.4,47.5706,0.6,166,86,8.3,44.338688,8.542514,157.9704455
5899,9.4,47.5791,-0.6,167,88,8.3,44.338624,8.542452,70.03518832
5900,9.4,47.5882,-1.7,167,91,8.5,44.33856,8.542384,0
5901,9.2,47.5972,-2.2,166,94,8.7,44.338496,8.542319,0
5902,8.8,47.6065,-2.2,167,94,8.9,44.338427,8.542256,0
5903,8.6,47.6159,-2.1,166,96,9.1,44.33836,8.542191,0
5904,8.6,47.6254,-0.5,167,97,9.3,44.338293,8.542121,112.2988937
5905,8.4,47.6347,0,166,97,9.3,44.338226,8.542048,153.353559
5906,8.6,47.6442,-0.5,166,97,9.4,44.338158,8.541977,116.2567547
5907,8.6,47.6534,-0.5,166,96,9.4,44.338085,8.541916,116.2567547
5908,8.4,47.6627,-2.2,167,96,9.4,44.338008,8.541866,0
5909,8.2,47.6723,-2.7,166,96,9.4,44.33794,8.541809,0
5910,7.8,47.6814,-2.7,167,96,9.3,44.33786,8.541782,0
5911,7.6,47.6905,-3.8,166,95,9.3,44.337786,8.541765,0
5912,7.4,47.6997,-3.8,166,94,9.3,44.337705,8.541772,0
5913,6.8,47.709,-3.3,167,94,9.3,44.337627,8.541789,0
5914,6.4,47.7181,-2.7,167,94,9.2,44.337549,8.541819,0
5915,6.4,47.7273,-1.7,167,94,9.2,44.337474,8.541856,10.97210593
5916,6.4,47.7362,0,166,93,9.1,44.3374,8.5419,144.815671
5917,6.2,47.7452,0.6,166,92,9.1,44.33733,8.541943,193.0206805
5918,6.4,47.754,1.2,166,91,9,44.337253,8.541993,236.0197247
5919,6.6,47.7625,2.4,166,89,8.9,44.337179,8.542036,325.1450946
5920,6.8,47.7708,2.4,166,86,8.7,44.337108,8.542068,313.0459813
5921,7,47.7792,2.4,166,85,8.6,44.337039,8.542084,307.1193016
5922,7.2,47.7873,2.4,166,84,8.4,44.336965,8.542103,295.5070163
5923,7.4,47.7955,2.5,166,84,8.3,44.336893,8.542112,297.1404406
5924,7.6,47.8035,2.5,166,83,8.2,44.336815,8.542125,291.4426213
5925,7.8,47.8114,2.5,166,82,8.1,44.336745,8.542139,285.821728
5926,8,47.8192,2.6,165,81,8,44.336676,8.542147,287.3325644
5927,8.2,47.827,3.2,165,81,7.9,44.336606,8.54215,323.5671748
5928,8.4,47.8348,3.2,165,80,7.9,44.336533,8.542164,323.5671748
5929,8.8,47.8424,3.3,165,79,7.8,44.336464,8.542165,324.4292333
5930,9,47.8501,4,165,78,7.7,44.336393,8.54215,365.8888583
5931,9.2,47.8576,3.3,164,78,7.7,44.336327,8.54213,318.4013251
5932,9.6,47.8651,4,164,78,7.6,44.336273,8.542088,359.3164749
5933,9.8,47.8726,4,164,78,7.6,44.336218,8.542035,359.3164749
5934,10.2,47.8803,4,165,78,7.6,44.33617,8.541965,359.3164749
5935,10.4,47.8878,3.3,164,78,7.5,44.336128,8.541887,306.5613109
5936,10.8,47.8954,2,164,78,7.6,44.336089,8.541812,225.3161708
5937,10.8,47.9031,1.3,164,78,7.6,44.336057,8.541731,178.3678318
5938,10.8,47.911,0.6,165,79,7.7,44.336028,8.541648,134.9791812
5939,10.8,47.919,0.6,165,81,7.7,44.336001,8.541557,134.9791812
5940,11,47.9269,1.2,165,81,7.8,44.335969,8.541469,179.9383081
5941,11,47.9348,1.2,165,82,7.9,44.335937,8.541382,184.1869505
5942,11.2,47.9431,0.6,165,83,8,44.335907,8.541289,146.1370704
5943,11.2,47.9513,0.6,165,84,8.1,44.335875,8.541199,150.0052267
5944,11.2,47.9598,-1.2,165,80,8.2,44.335844,8.541108,23.63911863
5945,11.2,47.9685,-1.7,164,78,8.3,44.335811,8.541015,0
5946,10.8,47.9772,-1.7,164,80,8.5,44.335784,8.540913,0
5947,10.6,47.9859,-1.7,164,80,8.6,44.335758,8.540811,0
5948,10.6,47.9946,-1.1,163,81,8.7,44.335728,8.540708,44.26670144
5949,10.6,48.0037,-0.6,163,82,8.8,44.33569,8.540617,86.02989557
5950,10.4,48.0127,-1.1,162,82,8.8,44.335663,8.540512,47.1855701
5951,10.4,48.0218,-1.7,162,83,8.9,44.335635,8.540408,3.052078863
5952,10.2,48.0309,-1.6,161,84,9,44.335617,8.540288,13.55063639
5953,10,48.04,-2.2,161,84,9.1,44.335595,8.540173,0
5954,9.8,48.0493,-2.1,161,85,9.1,44.335571,8.540061,0
5955,9.6,48.0588,-2.1,160,86,9.2,44.335547,8.539949,0
5956,9.4,48.0682,-1.6,160,87,9.3,44.335524,8.539832,21.99148927
5957,9.2,48.0778,-1.6,159,88,9.4,44.3355,8.539718,24.9783029
5958,9.2,48.0874,-1.6,159,88,9.5,44.335476,8.5396,28.05327452
5959,9,48.0972,-1.6,157,89,9.6,44.335453,8.539481,31.21734015
5960,8.8,48.1069,-1.5,157,89,9.6,44.335433,8.539358,39.69054578
5961,8.6,48.1165,-0.5,156,89,9.7,44.335412,8.53924,128.6630297
5962,8.6,48.1262,0.5,155,89,9.7,44.335385,8.539126,214.3032592
5963,8.8,48.1359,1,154,88,9.7,44.335356,8.539014,257.1191351
5964,9,48.1452,1.1,154,88,9.6,44.335331,8.538902,260.0438551
5965,9,48.1547,0.5,153,87,9.6,44.335304,8.53879,209.1952272
5966,9,48.1642,0.5,153,87,9.5,44.335275,8.538677,204.1772253
5967,9,48.1736,0.5,152,86,9.5,44.335249,8.538564,204.1772253
5968,9.2,48.183,1.1,152,86,9.4,44.335226,8.53845,249.0375988
5969,9.2,48.1921,0.5,151,86,9.4,44.335202,8.538342,199.2483173
5970,9.4,48.2012,-0.6,151,84,9.3,44.335177,8.538238,104.0881528
5971,9.2,48.21,-1.1,150,83,9.2,44.335153,8.538134,59.69582474
5972,9,48.2187,-2.3,150,80,9,44.33513,8.538027,0
5973,8.8,48.2274,-1.1,149,86,8.9,44.335106,8.537921,50.18698076
5974,8.6,48.2362,-0.6,149,89,8.8,44.335082,8.537822,86.02989557
5975,8.8,48.2448,0,149,89,8.7,44.33506,8.537723,128.756607
5976,8.8,48.2535,0,149,89,8.7,44.335037,8.537623,128.756607
5977,8.8,48.2619,-0.6,149,88,8.6,44.335015,8.53752,79.39093867
5978,8.6,48.2704,-0.6,149,88,8.6,44.334995,8.537417,79.39093867
5979,8.6,48.2789,0,150,88,8.5,44.334976,8.53731,121.220455
5980,8.6,48.2874,1.2,150,87,8.5,44.334962,8.537201,211.2680428
5981,8.8,48.2959,1.2,150,88,8.5,44.33494,8.537105,211.2680428
5982,9,48.3044,1.2,150,88,8.5,44.334926,8.536992,211.2680428
5983,9,48.313,0,151,88,8.5,44.334912,8.53688,121.220455
5984,9,48.3217,-0.6,150,89,8.6,44.334896,8.536772,79.39093867
5985,8.8,48.3303,-0.6,151,90,8.6,44.33488,8.536662,79.39093867
5986,8.8,48.339,-0.6,150,90,8.6,44.334863,8.536556,79.39093867
5987,8.8,48.3479,0.6,151,91,8.7,44.334843,8.536447,174.842715
5988,8.8,48.3568,0.6,151,92,8.8,44.334825,8.536335,179.2624574
5989,9,48.3657,0.6,151,91,8.8,44.334806,8.536226,179.2624574
5990,9,48.3745,0,151,92,8.8,44.334784,8.53612,132.646624
5991,9,48.3836,0,151,92,8.9,44.334765,8.536007,136.619183
5992,8.8,48.3925,0.6,151,92,8.9,44.334746,8.535896,183.7647418
5993,9,48.4015,0.6,151,92,8.9,44.334732,8.535786,183.7647418
5994,9.2,48.4103,1.7,151,91,8.9,44.334715,8.535679,270.1790218
5995,9.2,48.4192,1.1,150,91,8.9,44.334701,8.535571,223.048343
5996,9.4,48.4281,0.6,150,91,8.9,44.334686,8.535465,183.7647418
5997,9.4,48.4369,1.1,150,90,8.9,44.334671,8.535358,223.048343
5998,9.4,48.4456,1.1,150,91,8.8,44.334656,8.535253,218.1046698
5999,9.6,48.4545,1.1,150,90,8.8,44.334645,8.535141,218.1046698
6000,9.8,48.4633,1.1,150,91,8.8,44.334632,8.53503,218.1046698
6001,9.8,48.4722,0.6,150,91,8.8,44.334617,8.534921,179.2624574
6002,9.8,48.4812,0,150,91,8.9,44.334604,8.534812,136.619183
6003,9.8,48.49,0,150,92,8.9,44.334591,8.534706,136.619183
6004,9.8,48.499,-0.6,150,92,8.9,44.33458,8.534598,89.47271902
6005,9.8,48.508,-0.6,150,92,8.9,44.33457,8.53449,89.47271902
6006,9.6,48.5169,-1.1,150,93,8.9,44.334562,8.534379,50.18698076
6007,9.6,48.5259,-1.1,151,92,8.9,44.334554,8.534267,50.18698076
6008,9.4,48.5349,0.6,151,93,9,44.334548,8.534157,188.3505042
6009,9.4,48.544,1.1,151,93,9,44.33454,8.534049,228.0754941
6010,9.8,48.5528,1.7,150,91,9,44.334532,8.533945,275.7357312
6011,10,48.5616,1.7,150,90,8.9,44.334523,8.533842,270.1790218
6012,10,48.57,1.8,150,89,8.8,44.334514,8.53374,272.4713068
6013,10,48.5787,3,151,88,8.8,44.334496,8.533633,365.6162257
6014,10.4,48.5867,3.1,151,85,8.5,44.334477,8.533529,353.7413692
6015,11,48.5947,2.5,151,83,8.4,44.334457,8.533431,302.9161219
6016,11,48.6027,0,151,82,8.2,44.334434,8.533335,110.511892
6017,10.8,48.6106,-1.9,152,81,8.1,44.334401,8.533246,0
6018,10.4,48.6186,-2.5,151,81,8,44.334369,8.533156,0
6019,10.4,48.6265,-2.5,151,82,8,44.33434,8.533063,0
6020,10.2,48.6344,-1.9,151,81,7.9,44.334312,8.532972,0
6021,10,48.6424,-1.2,151,81,7.9,44.334284,8.532882,16.80116183
6022,9.8,48.6506,-1.8,150,83,8,44.334255,8.532792,0
6023,10,48.6589,-1.8,150,84,8.1,44.334223,8.532699,0
6024,9.6,48.667,-1.2,150,85,8.1,44.334191,8.532606,21.28412169
6025,9.4,48.6753,-1.8,149,85,8.2,44.33416,8.532513,0
6026,9.4,48.6833,-0.6,149,84,8.2,44.33413,8.532419,67.07357688
6027,9.4,48.6914,0,149,84,8.2,44.334101,8.532324,110.511892
6028,9.4,48.6995,0.6,148,84,8.1,44.334074,8.532228,150.0052267
6029,9.4,48.7075,0.6,148,83,8.1,44.334045,8.532133,150.0052267
6030,9.6,48.7157,1.2,148,83,8.1,44.334021,8.532037,192.9075253
6031,9.6,48.7238,0.6,148,83,8.1,44.333997,8.531942,150.0052267
6032,9.8,48.7319,-0.6,147,83,8.1,44.333974,8.531845,64.18889143
6033,9.6,48.7402,-0.6,147,85,8.1,44.333952,8.531746,64.18889143
6034,9.4,48.7485,-1.2,146,85,8.2,44.333933,8.531644,23.63911863
6035,9.4,48.7568,-0.6,147,85,8.2,44.333912,8.531543,67.07357688
6036,9.4,48.765,0,147,84,8.2,44.33389,8.531447,110.511892
6037,9.4,48.7731,0,147,84,8.2,44.333867,8.53135,110.511892
6038,9.4,48.7813,0,147,84,8.2,44.333846,8.53125,110.511892
6039,9.4,48.7896,0,148,85,8.2,44.333825,8.531147,110.511892
6040,9.4,48.7978,0.6,148,85,8.2,44.333804,8.531045,153.9493731
6041,9.4,48.8063,0.6,148,86,8.3,44.33378,8.530947,157.9704455
6042,9.6,48.8147,1.2,149,87,8.3,44.333755,8.530848,201.93206
6043,9.6,48.8233,1.2,150,87,8.4,44.333732,8.530747,206.5606524
6044,9.8,48.8317,-0.6,150,87,8.4,44.333706,8.530645,73.07466177
6045,9.8,48.8402,-1.2,150,87,8.5,44.333678,8.530544,31.16940943
6046,9.4,48.8488,-1.8,151,88,8.5,44.33365,8.530441,0
6047,9.2,48.8574,-1.8,151,88,8.5,44.333622,8.530339,0
6048,9.2,48.8659,0,151,88,8.5,44.333598,8.530237,121.220455
6049,9.2,48.8744,1.2,152,88,8.5,44.333573,8.530136,211.2680428
6050,9.4,48.8827,1.8,152,87,8.5,44.333547,8.530037,256.2783873
6051,9.6,48.8908,2.5,153,83,8.4,44.333518,8.529944,302.9161219
6052,9.8,48.8988,2.5,153,83,8.3,44.333493,8.529851,297.1404406
6053,10,48.9066,3.2,153,82,8.1,44.333466,8.52976,335.8163629
6054,10.2,48.9144,3.2,154,79,8,44.333439,8.529673,329.6542419
6055,10.6,48.9219,3.3,154,78,7.8,44.333409,8.529589,324.4292333
6056,10.8,48.9296,3.3,155,78,7.8,44.333378,8.529505,324.4292333
6057,11,48.9371,2,155,77,7.7,44.333346,8.529421,230.1253922
6058,11.2,48.9445,2,155,77,7.6,44.333311,8.529342,225.3161708
6059,11.2,48.9521,2,156,77,7.5,44.333274,8.529266,220.5782593
6060,11.4,48.9597,2,156,77,7.6,44.333234,8.529192,225.3161708
6061,11.6,48.9673,3.3,157,77,7.5,44.333191,8.529121,306.5613109
6062,11.8,48.975,3.2,157,78,7.6,44.333147,8.529053,305.7469378
6063,12.2,48.9827,3.2,157,79,7.6,44.3331,8.528987,305.7469378
6064,12.4,48.9907,3.8,157,80,7.7,44.333051,8.52892,352.3248599
6065,12.6,48.9984,3.2,157,81,7.7,44.332999,8.528854,311.6144588
6066,13,49.0062,3.3,158,80,7.8,44.33295,8.528786,324.4292333
6067,13.2,49.0136,2.6,158,78,7.7,44.332902,8.528719,270.8798442
6068,13.4,49.0213,1.3,158,76,7.7,44.332858,8.528649,182.5593119
6069,13.4,49.0292,0.6,159,79,7.7,44.332811,8.528578,134.9791812
6070,13.4,49.0368,0.6,159,79,7.7,44.332763,8.528511,134.9791812
6071,13.4,49.0444,2.6,159,78,7.6,44.332716,8.528441,265.5413441
6072,13.6,49.0522,4.6,160,78,7.7,44.332668,8.528372,406.5601901
6073,14.2,49.0595,6.7,160,77,7.6,44.332623,8.528304,539.6654622
6074,14.8,49.067,7.6,161,75,7.6,44.332584,8.528231,599.5813681
6075,15.4,49.0741,5.6,162,74,7.5,44.332554,8.52815,458.378749
6076,15.8,49.0811,3.6,162,73,7.3,44.33254,8.528053,314.3016803
6077,15.8,49.0882,2.2,163,72,7.2,44.332527,8.527965,219.4875193
6078,15.8,49.0951,1.4,164,71,7.1,44.332519,8.527877,164.7279662
6079,16,49.1019,2.2,164,70,7,44.332508,8.527797,210.2771837
6080,16.2,49.1087,2.2,165,69,6.9,44.332503,8.527716,205.771025
6081,16.4,49.1155,3.6,166,70,6.9,44.332502,8.527637,290.9417065
6082,16.4,49.1223,4.2,167,71,6.8,44.332497,8.527557,321.2015935
6083,17,49.1297,2,168,74,6.9,44.332497,8.527473,193.5958846
6084,17.4,49.1373,0.6,169,77,7.1,44.332494,8.527389,114.5887729
6085,17,49.1451,-1.9,170,78,7.3,44.332493,8.5273,0
6086,16.6,49.1531,-3.7,170,81,7.5,44.332493,8.527205,0
6087,16.4,49.1613,-3.1,170,83,7.8,44.332493,8.527108,0
6088,16.2,49.1694,-2.4,170,83,7.9,44.332492,8.527006,0
6089,16,49.1777,-2.4,171,83,8.1,44.332489,8.526906,0
6090,15.8,49.1858,-1.8,170,84,8.1,44.332489,8.526806,0
6091,15.6,49.1941,-1.2,170,85,8.2,44.332488,8.526706,23.63911863
6092,15.6,49.2024,-0.6,170,85,8.2,44.332486,8.526607,67.07357688
6093,15.6,49.2109,0,170,86,8.3,44.33249,8.526499,114.003239
6094,15.6,49.2193,0.6,170,87,8.3,44.332492,8.52639,157.9704455
6095,15.6,49.2278,0.6,169,87,8.4,44.332492,8.526286,162.0693799
6096,15.8,49.2363,0.6,169,87,8.4,44.332494,8.526185,162.0693799
6097,15.8,49.2446,0,169,86,8.4,44.332494,8.526084,117.572448
6098,15.8,49.2531,-1.2,168,86,8.4,44.332497,8.525984,28.5808265
6099,15.6,49.2614,-0.6,167,86,8.4,44.332499,8.525878,73.07466177
6100,15.4,49.2697,0,167,86,8.4,44.332501,8.525771,117.572448
6101,15.6,49.278,0.6,167,86,8.3,44.3325,8.525665,157.9704455
6102,15.8,49.2863,0.6,166,85,8.3,44.332498,8.52556,157.9704455
6103,15.8,49.2947,-1.2,166,85,8.3,44.332496,8.525456,26.07104156
6104,15.6,49.3029,-2.4,166,85,8.3,44.332493,8.525351,0
6105,15.2,49.3113,-3,166,86,8.3,44.332491,8.525243,0
6106,15,49.3198,-2.9,165,86,8.4,44.332491,8.52514,0
6107,14.8,49.3283,-1.8,165,87,8.4,44.332493,8.525039,0
6108,14.6,49.3368,-1.7,165,88,8.4,44.332493,8.524936,0
6109,14.6,49.3454,-1.7,165,88,8.5,44.332488,8.524834,0
6110,14.4,49.3543,-1.1,165,90,8.6,44.332485,8.524729,41.42943878
6111,14.2,49.363,-1.1,164,91,8.6,44.332483,8.524631,41.42943878
6112,14.2,49.3718,-1.1,164,91,8.7,44.332482,8.524542,44.26670144
6113,14.2,49.3807,-1.7,164,92,8.8,44.332479,8.524458,0.580273842
6114,14,49.3898,-2.8,164,93,8.9,44.332475,8.524376,0
6115,13.6,49.3986,-2.8,164,94,8.9,44.332473,8.524296,0
6116,13.2,49.4078,-1.7,164,95,9,44.332472,8.524213,5.607361884
6117,13.2,49.417,0,163,91,9,44.332471,8.52413,140.67522
6118,13.4,49.4261,2.2,163,91,9.1,44.332473,8.524023,321.5232719
6119,13.6,49.4356,3.8,163,88,9.2,44.332476,8.523907,457.4619529
6120,14,49.445,3.7,163,88,9.3,44.332476,8.523811,456.9337403
6121,14.6,49.4542,2.1,162,88,9.3,44.332477,8.523716,325.7401289
6122,14.8,49.4636,0,162,88,9.3,44.332477,8.523626,153.353559
6123,14.4,49.4732,-2.1,162,88,9.4,44.332478,8.523535,0
6124,14,49.4822,-1.4,161,89,9.3,44.332478,8.523446,38.40866821
6125,13.8,49.4918,-1.3,160,89,9.4,44.332478,8.523356,49.86935975
6126,12,49.6668,-1.2,153,79,9.2,44.332447,8.520687,51.57445797
6127,11.8,49.6756,-1.3,152,74,9.2,44.332439,8.520599,43.45335754
6128,11.6,49.6845,-2.9,151,87,9.2,44.332446,8.52048,0
6129,11.2,49.6933,-4.2,151,87,9.2,44.332446,8.520343,0
6130,11,49.7017,-4.4,151,87,9.1,44.33246,8.520216,0
6131,10.4,49.7093,-3.3,149,0,8.5,44.332485,8.520129,0
6132,10.2,49.7164,-2.8,147,0,8.2,44.332516,8.520021,0
6133,10.2,49.7234,-1.4,145,0,7.8,44.332524,8.519932,0
6134,10.2,49.7301,-0.7,143,0,7.4,44.332512,8.519842,0
6135,10,49.7374,-1.3,141,75,7.1,44.332479,8.519773,0
6136,10,49.7452,-2.5,141,79,7.2,44.332432,8.519703,0
6137,9.8,49.7536,-2.4,140,86,7.4,44.332375,8.519623,0
6138,9.4,49.7621,-2.9,140,90,7.7,44.332331,8.519528,0
6139,9.2,49.7709,-2.3,140,94,8.2,44.3323,8.519431,0
6140,9,49.7799,-1.1,141,95,8.5,44.332263,8.519331,38.67284612
6141,9,49.789,-1.1,141,91,8.8,44.332226,8.519227,47.1855701
6142,9,49.7984,-1.1,141,89,9,44.332192,8.519114,53.27186942
6143,8.8,49.8079,-1.6,141,91,9.2,44.33216,8.519003,19.09189764
6144,8.6,49.8176,-2.6,142,92,9.3,44.332126,8.518885,0
6145,8.4,49.8274,-2.5,141,94,9.5,44.332087,8.518768,0
6146,8,49.8373,-2.5,141,94,9.7,44.332052,8.518652,0
6147,7.8,49.8473,-2.5,140,96,9.8,44.332018,8.518536,0
6148,7.6,49.8575,-2,140,97,9.9,44.331987,8.518416,6.305662978
6149,7.4,49.8675,-2,140,97,10,44.331956,8.518296,9.482456543
6150,7.2,49.8778,-1.5,139,98,10.1,44.331923,8.518173,57.32135671
6151,7,49.888,-1,139,97,10.1,44.331889,8.518057,101.8990027
6152,7,49.8983,-1,138,98,10.2,44.331857,8.517937,106.1469137
6153,7,49.9086,-1,138,98,10.2,44.331824,8.51782,106.1469137
6154,6.8,49.9188,-2,138,97,10.3,44.331792,8.517703,19.57922524
6155,6.6,49.9291,-2.9,138,98,10.3,44.331757,8.517579,0
